match type,wk,Day,Date,Time,Home,xg_home,Score,xg_away,Away,Attendance,Venue,Referee,Match Report,Match URL,Match ID
Regular Season,1,Sat,3/16/24,12:00 (13:00),Current,2.3,5–4,1.4,Thorns,"11,500",CPKC Stadium,Alex Billeter,Match Report,https://fbref.com/en/matches/9ad58931/Kansas-City-Current-Portland-Thorns-FC-March-16-2024-NWSL,9ad58931
Regular Season,1,Sat,3/16/24,16:00,Louisville,0.9,2–2,1.1,Pride,"6,123",Lynn Family Stadium,,Match Report,https://fbref.com/en/matches/580abedf/Racing-Louisville-Orlando-Pride-March-16-2024-NWSL,580abedf
Regular Season,1,Sat,3/16/24,17:30 (19:30),Royals,2.2,0–2,1.2,Red Stars,"20,370",America First Field,,Match Report,https://fbref.com/en/matches/cab0661f/Utah-Royals-Chicago-Red-Stars-March-16-2024-NWSL,cab0661f
Regular Season,1,Sat,3/16/24,19:00,Courage,3.2,5–1,0.2,Dash,"5,878",Sahlen's Stadium at WakeMed Soccer Park,,Match Report,https://fbref.com/en/matches/d41fc789/North-Carolina-Courage-Houston-Dash-March-16-2024-NWSL,d41fc789
Regular Season,1,Sun,3/17/24,15:00 (18:00),Reign,1.6,1–0,0,Spirit,"8,557",Lumen Field,,Match Report,https://fbref.com/en/matches/96e0dd2c/Seattle-Reign-FC-Washington-Spirit-March-17-2024-NWSL,96e0dd2c
Regular Season,1,Sun,3/17/24,16:30 (19:30),Angel City,1.9,0–1,1,Bay FC,"22,000",BMO Stadium,,Match Report,https://fbref.com/en/matches/3075b5c0/Angel-City-FC-Bay-FC-March-17-2024-NWSL,3075b5c0
Regular Season,2,Sat,3/23/24,15:00 (16:00),Red Stars,0.7,2–1,0.9,Reign,"5,494",SeatGeek Stadium,,Match Report,https://fbref.com/en/matches/0a54da3b/Chicago-Red-Stars-Seattle-Reign-FC-March-23-2024-NWSL,0a54da3b
Regular Season,2,Fri,3/22/24,19:30 (21:30),Royals,0.3,2–1,2.8,Courage,"8,161",America First Field,,Match Report,https://fbref.com/en/matches/1670d17a/Utah-Royals-North-Carolina-Courage-March-22-2024-NWSL,1670d17a
Regular Season,2,Sat,3/23/24,19:30,Spirit,2.1,2–1,0.8,Bay FC,"11,734",Audi Field,,Match Report,https://fbref.com/en/matches/737678f8/Washington-Spirit-Bay-FC-March-23-2024-NWSL,737678f8
Regular Season,2,Fri,3/22/24,20:00,Pride,0.7,1–1,1.8,Angel City,"6,306",Inter&Co Stadium,,Match Report,https://fbref.com/en/matches/a7d01063/Orlando-Pride-Angel-City-FC-March-22-2024-NWSL,a7d01063
Regular Season,2,Sun,3/24/24,16:00 (19:00),Thorns,1.2,0–1,0.7,Gotham FC,"19,857",Providence Park,,Match Report,https://fbref.com/en/matches/d91aea7c/Portland-Thorns-FC-Gotham-FC-March-24-2024-NWSL,d91aea7c
Regular Season,2,Sat,3/23/24,19:00 (22:00),Wave,1.5,1–2,1.7,Current,"32,066",Snapdragon Stadium,,Match Report,https://fbref.com/en/matches/65d57a30/San-Diego-Wave-Kansas-City-Current-March-23-2024-NWSL,65d57a30
Regular Season,2,Sat,3/23/24,19:30 (20:30),Dash,0.9,0–0,2,Louisville,"8,600",Shell Energy Stadium,,Match Report,https://fbref.com/en/matches/528bbf25/Houston-Dash-Racing-Louisville-March-23-2024-NWSL,528bbf25
Regular Season,3,Fri,3/29/24,19:00,Pride,1.9,1–1,0.9,Red Stars,"5,586",Inter&Co Stadium,,Match Report,https://fbref.com/en/matches/a7daf861/Orlando-Pride-Chicago-Red-Stars-March-29-2024-NWSL,a7daf861
Regular Season,3,Sat,3/30/24,14:30 (15:30),Current,2.5,4–2,1.2,Angel City,"11,500",Children's Mercy Park,,Match Report,https://fbref.com/en/matches/648bb908/Kansas-City-Current-Angel-City-FC-March-30-2024-NWSL,648bb908
Regular Season,3,Sat,3/30/24,16:30 (19:30),Thorns,2,2–2,1.4,Louisville,"16,688",Providence Park,,Match Report,https://fbref.com/en/matches/8268db6d/Portland-Thorns-FC-Racing-Louisville-March-30-2024-NWSL,8268db6d
Regular Season,3,Fri,3/29/24,19:00 (22:00),Wave,0.9,1–0,0.5,Reign,"16,746",Snapdragon Stadium,,Match Report,https://fbref.com/en/matches/15580ec7/San-Diego-Wave-Seattle-Reign-FC-March-29-2024-NWSL,15580ec7
Regular Season,3,Sat,3/30/24,19:00,Courage,0.8,1–0,1.4,Gotham FC,"5,281",Sahlen's Stadium at WakeMed Soccer Park,,Match Report,https://fbref.com/en/matches/233e11eb/North-Carolina-Courage-Gotham-FC-March-30-2024-NWSL,233e11eb
Regular Season,3,Sun,3/31/24,13:00,Spirit,3.1,2–1,1.2,Royals,"8,182",Audi Field,,Match Report,https://fbref.com/en/matches/50db38c8/Washington-Spirit-Utah-Royals-March-31-2024-NWSL,50db38c8
Regular Season,3,Sat,3/30/24,19:00 (22:00),Bay FC,1.1,2–3,2.4,Dash,"18,000",PayPal Park,,Match Report,https://fbref.com/en/matches/9f02aad1/Bay-FC-Houston-Dash-March-30-2024-NWSL,9f02aad1
Regular Season,4,Fri,4/12/24,19:00 (20:00),Dash,0.6,1–3,2.3,Spirit,"7,767",Shell Energy Stadium,,Match Report,https://fbref.com/en/matches/dd1430c9/Houston-Dash-Washington-Spirit-April-12-2024-NWSL,dd1430c9
Regular Season,4,Sat,4/13/24,19:00,Courage,0.4,2–0,1.1,Thorns,"5,711",Sahlen's Stadium at WakeMed Soccer Park,,Match Report,https://fbref.com/en/matches/ffef1d9a/North-Carolina-Courage-Portland-Thorns-FC-April-13-2024-NWSL,ffef1d9a
Regular Season,4,Sat,4/13/24,19:30,Louisville,1.1,0–0,1,Wave,"6,818",Lynn Family Stadium,,Match Report,https://fbref.com/en/matches/38101d6b/Racing-Louisville-San-Diego-Wave-April-13-2024-NWSL,38101d6b
Regular Season,4,Fri,4/12/24,19:30 (21:30),Royals,0.1,0–1,1.8,Pride,"8,578",America First Field,,Match Report,https://fbref.com/en/matches/bbd9f51a/Utah-Royals-Orlando-Pride-April-12-2024-NWSL,bbd9f51a
Regular Season,4,Sun,4/14/24,18:00,Gotham FC,1.3,1–1,1.3,Current,"8,573",Red Bull Arena,,Match Report,https://fbref.com/en/matches/4d4843ca/Gotham-FC-Kansas-City-Current-April-14-2024-NWSL,4d4843ca
Regular Season,4,Sat,4/13/24,20:30 (21:30),Red Stars,0.9,0–1,1,Angel City,"3,168",SeatGeek Stadium,,Match Report,https://fbref.com/en/matches/554d9958/Chicago-Red-Stars-Angel-City-FC-April-13-2024-NWSL,554d9958
Regular Season,4,Sun,4/14/24,17:00 (20:00),Bay FC,1.8,3–2,1,Reign,"16,719",PayPal Park,,Match Report,https://fbref.com/en/matches/0ca01c78/Bay-FC-Seattle-Reign-FC-April-14-2024-NWSL,0ca01c78
Regular Season,5,Sat,4/20/24,13:00,Spirit,1.9,2–0,0.6,Gotham FC,"15,004",Audi Field,,Match Report,https://fbref.com/en/matches/f337712c/Washington-Spirit-Gotham-FC-April-20-2024-NWSL,f337712c
Regular Season,5,Sat,4/20/24,17:00,Louisville,3.9,5–1,0.6,Royals,"11,365",Lynn Family Stadium,,Match Report,https://fbref.com/en/matches/d5c6cdab/Racing-Louisville-Utah-Royals-April-20-2024-NWSL,d5c6cdab
Regular Season,5,Sat,4/20/24,18:30 (19:30),Current,1.7,5–2,1.4,Bay FC,"11,500",CPKC Stadium,Rebecca Pagan,Match Report,https://fbref.com/en/matches/43c5ccd9/Kansas-City-Current-Bay-FC-April-20-2024-NWSL,43c5ccd9
Regular Season,5,Fri,4/19/24,20:00,Pride,3.7,1–0,0.2,Wave,"7,701",Inter&Co Stadium,,Match Report,https://fbref.com/en/matches/2d5641de/Orlando-Pride-San-Diego-Wave-April-19-2024-NWSL,2d5641de
Regular Season,5,Sun,4/21/24,15:00 (18:00),Reign,1.1,1–2,1.6,Red Stars,"9,626",Lumen Field,,Match Report,https://fbref.com/en/matches/3be42001/Seattle-Reign-FC-Chicago-Red-Stars-April-21-2024-NWSL,3be42001
Regular Season,5,Sun,4/21/24,16:30 (19:30),Angel City,0.4,2–1,2.3,Courage,"22,000",BMO Stadium,,Match Report,https://fbref.com/en/matches/a384fbda/Angel-City-FC-North-Carolina-Courage-April-21-2024-NWSL,a384fbda
Regular Season,5,Sat,4/20/24,19:00 (22:00),Thorns,3.6,4–1,0.4,Dash,"17,580",Providence Park,,Match Report,https://fbref.com/en/matches/694bd5f6/Portland-Thorns-FC-Houston-Dash-April-20-2024-NWSL,694bd5f6
Regular Season,6,Fri,4/26/24,19:30,Spirit,1.8,2–3,1.5,Pride,"11,636",Audi Field,,Match Report,https://fbref.com/en/matches/a36e071c/Washington-Spirit-Orlando-Pride-April-26-2024-NWSL,a36e071c
Regular Season,6,Sat,4/27/24,17:30 (19:30),Royals,0.9,0–0,0.5,Dash,"10,349",America First Field,,Match Report,https://fbref.com/en/matches/65e6a4bd/Utah-Royals-Houston-Dash-April-27-2024-NWSL,65e6a4bd
Regular Season,6,Sat,4/27/24,18:30 (19:30),Red Stars,1.6,0–2,1.7,Thorns,"4,544",SeatGeek Stadium,,Match Report,https://fbref.com/en/matches/ab5877a7/Chicago-Red-Stars-Portland-Thorns-FC-April-27-2024-NWSL,ab5877a7
Regular Season,6,Sat,4/27/24,19:00,Courage,2,1–0,1.3,Reign,"8,135",Sahlen's Stadium at WakeMed Soccer Park,,Match Report,https://fbref.com/en/matches/2cd5aa58/North-Carolina-Courage-Seattle-Reign-FC-April-27-2024-NWSL,2cd5aa58
Regular Season,6,Fri,4/26/24,19:00 (22:00),Angel City,1,1–3,3,Current,"19,178",BMO Stadium,,Match Report,https://fbref.com/en/matches/dfb90a73/Angel-City-FC-Kansas-City-Current-April-26-2024-NWSL,dfb90a73
Regular Season,6,Sun,4/28/24,17:00,Gotham FC,1.6,1–1,1.8,Louisville,"6,015",Red Bull Arena,,Match Report,https://fbref.com/en/matches/50e71049/Gotham-FC-Racing-Louisville-April-28-2024-NWSL,50e71049
Regular Season,6,Sat,4/27/24,19:00 (22:00),Wave,1.4,2–1,1.8,Bay FC,"17,206",Snapdragon Stadium,,Match Report,https://fbref.com/en/matches/034925ae/San-Diego-Wave-Bay-FC-April-27-2024-NWSL,034925ae
Regular Season,7,Wed,5/1/24,19:00,Pride,2.1,4–1,0.6,Courage,"4,702",Inter&Co Stadium,,Match Report,https://fbref.com/en/matches/75606d80/Orlando-Pride-North-Carolina-Courage-May-1-2024-NWSL,75606d80
Regular Season,7,Wed,5/1/24,19:00 (20:00),Red Stars,0.9,2–4,1,Spirit,"2,999",SeatGeek Stadium,,Match Report,https://fbref.com/en/matches/ef84043d/Chicago-Red-Stars-Washington-Spirit-May-1-2024-NWSL,ef84043d
Regular Season,7,Wed,5/1/24,19:00 (22:00),Bay FC,1.9,2–3,1.4,Thorns,"10,611",PayPal Park,,Match Report,https://fbref.com/en/matches/7d118693/Bay-FC-Portland-Thorns-FC-May-1-2024-NWSL,7d118693
Regular Season,8,Fri,5/3/24,19:00 (22:00),Reign,1.7,2–1,1.6,Wave,"7,030",Lumen Field,,Match Report,https://fbref.com/en/matches/e3f72dbe/Seattle-Reign-FC-San-Diego-Wave-May-3-2024-NWSL,e3f72dbe
Regular Season,8,Sat,5/4/24,19:30,Gotham FC,1,1–0,0.8,Courage,"6,184",Red Bull Arena,,Match Report,https://fbref.com/en/matches/6556c637/Gotham-FC-North-Carolina-Courage-May-4-2024-NWSL,6556c637
Regular Season,8,Fri,5/3/24,19:30 (21:30),Royals,0.9,1–2,1.4,Angel City,"10,731",America First Field,,Match Report,https://fbref.com/en/matches/65ed77f0/Utah-Royals-Angel-City-FC-May-3-2024-NWSL,65ed77f0
Regular Season,8,Sun,5/5/24,12:00 (13:00),Dash,0.8,1–1,2.5,Current,"5,099",Shell Energy Stadium,,Match Report,https://fbref.com/en/matches/b792c346/Houston-Dash-Kansas-City-Current-May-5-2024-NWSL,b792c346
Regular Season,8,Sun,5/5/24,18:00,Pride,1.3,1–0,1,Louisville,"6,837",Inter&Co Stadium,,Match Report,https://fbref.com/en/matches/22dc6222/Orlando-Pride-Racing-Louisville-May-5-2024-NWSL,22dc6222
Regular Season,8,Sat,5/4/24,19:00 (22:00),Thorns,1.5,2–1,2.2,Spirit,"17,039",Providence Park,,Match Report,https://fbref.com/en/matches/d2575048/Portland-Thorns-FC-Washington-Spirit-May-4-2024-NWSL,d2575048
Regular Season,8,Sun,5/5/24,17:00 (20:00),Bay FC,1,1–2,1.8,Red Stars,"14,317",PayPal Park,,Match Report,https://fbref.com/en/matches/3bb46cff/Bay-FC-Chicago-Red-Stars-May-5-2024-NWSL,3bb46cff
Regular Season,7,Wed,5/8/24,19:00 (22:00),Reign,0.2,0–0,1.2,Current,"5,083",Lumen Field,,Match Report,https://fbref.com/en/matches/98086391/Seattle-Reign-FC-Kansas-City-Current-May-8-2024-NWSL,98086391
Regular Season,7,Wed,5/8/24,19:00 (22:00),Wave,2.4,2–0,0.7,Royals,"10,289",Snapdragon Stadium,,Match Report,https://fbref.com/en/matches/28e6c7a2/San-Diego-Wave-Utah-Royals-May-8-2024-NWSL,28e6c7a2
Regular Season,7,Wed,5/8/24,19:00 (20:00),Dash,0.2,0–1,2.4,Gotham FC,"4,438",Shell Energy Stadium,,Match Report,https://fbref.com/en/matches/98440caf/Houston-Dash-Gotham-FC-May-8-2024-NWSL,98440caf
Regular Season,9,Sat,5/11/24,19:30,Pride,2,1–0,1,Bay FC,"7,707",Inter&Co Stadium,,Match Report,https://fbref.com/en/matches/1b8a084e/Orlando-Pride-Bay-FC-May-11-2024-NWSL,1b8a084e
Regular Season,9,Fri,5/10/24,20:00,Louisville,1.4,1–2,0.9,Spirit,"6,222",Lynn Family Stadium,Shawn Tehini,Match Report,https://fbref.com/en/matches/877d362d/Racing-Louisville-Washington-Spirit-May-10-2024-NWSL,877d362d
Regular Season,9,Sun,5/12/24,16:30 (17:30),Red Stars,2.6,3–1,1.1,Royals,"3,104",SeatGeek Stadium,,Match Report,https://fbref.com/en/matches/c1cac8e6/Chicago-Red-Stars-Utah-Royals-May-12-2024-NWSL,c1cac8e6
Regular Season,9,Sun,5/12/24,16:30 (19:30),Angel City,0.9,0–1,1.1,Dash,"18,037",BMO Stadium,,Match Report,https://fbref.com/en/matches/11c32fb2/Angel-City-FC-Houston-Dash-May-12-2024-NWSL,11c32fb2
Regular Season,9,Sun,5/12/24,16:30 (19:30),Wave,1.4,1–1,1.6,Gotham FC,"16,024",Snapdragon Stadium,,Match Report,https://fbref.com/en/matches/307d7dd2/San-Diego-Wave-Gotham-FC-May-12-2024-NWSL,307d7dd2
