player_id,player_name,scraped_dob,status,success
52b58405,Abby Dahlkemper,"May 13, 1993",success,True
947d22fb,Abby Smith,"October 4, 1993",success,True
15c7bfb7,Adriana Leon,"October 2, 1992",success,True
220b9b36,Ainsley Mccammon,"August 16, 2007",success,True
abf96cef,Aisha Solórzano,"April 13, 1998",success,True
7ca7c385,Alana Cook,"April 11, 1997",success,True
8252bc62,Alanna Kennedy,"January 21, 1995",success,True
ea429c45,Alex Loera,"June 19, 1999",success,True
0567dc96,Alexa Spaanstra,"February 1, 2000",success,True
51e267dc,Aline,"July 7, 2005",success,True
7bbb977b,Ally Lemos,"March 4, 2004",success,True
758fe55e,Ally Schlegel,"February 7, 2000",success,True
e91c05ee,Ally Sentnor,"February 18, 2004",success,True
56d5fb23,Ally Watt,"March 12, 1997",success,True
50bf36a3,Alyssa Malonson,"April 9, 1999",success,True
4c1ee572,Alyssa Naeher,,HTTP 403,False
2fcc0a10,Alyssa Thompson,"November 7, 2004",success,True
36355319,Amanda McGlynn,"November 3, 1998",success,True
8d5a8340,Ana María Guzmán,"June 11, 2005",success,True
93504985,Ana Tejada,"June 2, 2002",success,True
d3c316a3,Ana-Maria Crnogorčević,"October 3, 1990",success,True
49d6d4a8,Angelina,,HTTP 429,False
06115ef0,Angelina Anderson,,HTTP 429,False
6444e5a0,Angharad James,,HTTP 429,False
be9f3298,Ann-Katrin Berger,,HTTP 429,False
271c5edc,Anna Moorhouse,,HTTP 429,False
6ddcbd4c,Aria Nagai,,HTTP 429,False
2b0527c9,Arin Wright,,HTTP 429,False
fa566209,Ary Borges,,HTTP 429,False
d2de2f84,Ashley Hatch,,HTTP 429,False
9ced946b,Ashley Sanchez,,HTTP 429,False
23a1662b,Asisat Oshoala,,HTTP 429,False
020eaa4d,Aubrey Kingsbury,,HTTP 429,False
662d7873,Ava Cook,,HTTP 429,False
883f60f8,Avery Patterson,,HTTP 429,False
7824185a,Barbra Banda,,HTTP 429,False
28814cc8,Bayley Feist,,HTTP 429,False
fb6605c0,Bea Franklin,,HTTP 429,False
d6ed0c7f,Beatriz,,HTTP 429,False
73eb19a8,Bella Bixby,,HTTP 429,False
271e0873,Bianca St-Georges,,HTTP 429,False
5b88fd9c,Brecken Mozingo,,HTTP 429,False
9be20864,Brianna Martinez,,HTTP 429,False
57045f36,Brianna Pinto,,HTTP 429,False
34603a7a,Brittany Ratcliffe,,HTTP 429,False
ee98152f,Brooklyn Courtnall,,HTTP 429,False
f790716d,Bruninha,,HTTP 429,False
b4ce93ce,Bárbara Olivieri,,HTTP 429,False
4a296e8e,Caiya Hanks,,HTTP 429,False
76828205,Camryn Biegalski,,HTTP 429,False
